id,date,tweet
1333463306686742528,2020-11-30 17:30:01+00:00,"초닥생 때 갔던 신천지 교회 아직도 기억나네,,,"
1336163620833529856,2020-12-08 04:20:06+00:00,요즘 코로나 때문에 헬스도 못하니 뱃살 다시 나오는 듯ㅠㅠ 그래서 식단 관리라도 하려고 단백질쉐이크 챙겨 먹고 있는데 이거 진짜 괜찮네요. 포만감이 오래가서 자기 전까지 안배고픔;; 물이랑도 잘 섞이고 맛도 존맛ㅋㅋ 지금 세일하니까 필요한 사람 ㄱㄱ
1333448674785906688,2020-11-30 16:31:53+00:00,이번 주말 학회 초록 발표 준비해야 하는데. 마지막 초록 발표가 지난 2월 LA 였군. LA에 있는 동안 한국에서는 신천지가 터졌던 시점. 그래서 마스크 사러 LA 시내 약국 돌아다녔더니 이미 동이 났고... 학회에 중국 참가자 아무도 없던 기억도 난다.
1333448181875503111,2020-11-30 16:29:55+00:00,신천지이신 분을 발견한 것 같아서 잘라내다가 이렇게 또..구구절절 써버렸습니다..😌.......
1333439327569735680,2020-11-30 15:54:44+00:00,와....2020에 했던 것 중에 제일 의미있얶던게 신천지 톡방 폭파시킨 것 밖에 없음...
1333431217732034564,2020-11-30 15:22:30+00:00,당근마켓거래할때무서우니깐신천지인척하기
1333431160479776768,2020-11-30 15:22:17+00:00,"2020
1월 코로나 우리나라엔 없었을 때 시내감
2월 신천지가 터졌어요!
3월 학교안감~ 집에서 딩굴
4월 온클을 해요!
5월 온클을 안 듣는 날이 더 많아짐
6월 격일로 학교 첫등교
7월 아이패드 산 거 빼고 기억안나
8월 방학
9월 기억안남 
10월 기억안남
11월 기억안남 ㅋㅋ"
1333426118829903872,2020-11-30 15:02:15+00:00,신천지가 요즘 계속 혈장공여를 하니 칭찬은 못들어도 최소한 욕은 안먹네.. 눈치는 빠르군
1333420778558091264,2020-11-30 14:41:02+00:00,헐 신으로 추앙받는 교주 김독자랑 사제 유중혁으로 중독 보고싶엇는데 생각해보니까 너무 신천지같네 아니 그게 아니라요................
1333420076876267520,2020-11-30 14:38:14+00:00,"영원한 천국 신천지 세계에서는 시간도 무의미하고, 법도 필요 없다. 오직 지극한 사랑과 희락과 평안과 평화만이 영원히 계속되리라. 상상으로도 알 수 없는 오묘한 삶이 전개되리라. 그 감정, 그 느낌을 들어가기 전이라도 조금 맛보았으면 좋겠다. 그럼 기운이 날텐데."
1333418164219068417,2020-11-30 14:30:38+00:00,"나의 사랑 신천지, 나는 그 무엇보다 신천지를 사랑한다. 신천지는 피조물의 희망이다. 신천지가 없다면 존재의 의미가 없다. 신천지 외의 세상은 없다. 지옥불은 사는 게 아니다. 지금도 너무 아름답지만 앞으로 변화된 후에는 더욱 아름다우리라. 신천지 만만세."
1333416935397027842,2020-11-30 14:25:45+00:00,"신천지에 들어온 순간부터 내 것이라고 생각해 본 것 아무 것도 없었다. 일원 한 푼도 내 것이라 생각해 본 적 없고, 사사로운 욕심이나 생각을 해 본 적 없었다. 오직 아버지 하나님과 예수님만을 사랑했고, 이웃을 내 몸처럼 사랑했다. 그러나 역사가 길어지니, 이젠 힘들다."
1333415153497464833,2020-11-30 14:18:40+00:00,수능보고 나면 코로나가 잡힐 것 같아요? 아뇨 더 걷잡을 수 없어집니다. 지금 잡지 않고 수능보면 신천지발보다 더 힘들어져요. 일단 수능 보고 나면?? 그렇게 미루다가는 아무짓도 못하고 바이러스 상대로 아무것도 못해요. 선진국 되는 기회가 지금 있는것만운 아니잖아요.
1333385362161373187,2020-11-30 12:20:18+00:00,버기한테 실컷 잘해주고 신천지로 오해받는 샹크스
1333366684879515648,2020-11-30 11:06:05+00:00,"요즘 코로나 관련해서 일터지는거 보면 대충 그런 느낌임.
""수능만 잘 치면 놀고먹고 다 해! 수능쳐서 대학만 들어가자!"" 했는데 갈수록 삶은 더 버거워지는거.

""겨울이랑 봄만 넘기면 좀 가라앉을거야. 여름까지만 버티자!""
""신천지 난리만 멈추면 좀 나을거야, 좀만 더 버티자.""
""전광훈 개ㅆ..."""
1333356933001011201,2020-11-30 10:27:20+00:00,"아니 사람 없어서 개조아햇는데 
신천지가 말걸었어 
쒸익 종이니 노래 듣는데 갑자기 나타나서 저기요
이래가지고 육성으로 아쒸깜짝이야ㅡㅡ 이러니까
앗..놀라셨어요?이래서 째려보고 지나감..
종이니한테 고마워하세요ㅡㅡ"
1333352484996218880,2020-11-30 10:09:39+00:00,"기성교회 목자들과 성도들이 하나님의 나라 신천지를 핍박과 저주 멈추지않고 있습니다
하나님께서 다 보고 계십니다
이제는 제발 정신 차리시고 신천지의 말씀을 듣고 그곳에서 나와 구원 받기를 간절히 기도드립니다"
1333334526311841794,2020-11-30 08:58:17+00:00,"요즘 종교 관련 만화같은거 많이 나오는데 어디만화인가요 넘,,ㅋㅋ 신천지같..."
1333315842969272321,2020-11-30 07:44:03+00:00,"CBS에서는 계속해서 신천지를 비방하고 있다. 마귀의 씨로 난 자식들은 어쩔 수가 없다. 바다와 육지를 두루다니며 배나 더 지옥 자식을 만드는 악행을 우리는가만히 손놓고 바라만 보고 있어야 할까? 그럴 순 없다. 더 빨리, 더 강력하게 소성해야 한다. 어찌 좌시하랴."
1333314052651692034,2020-11-30 07:36:56+00:00,아 기독걸로써 좀 억울함. 신천지놈들이 적폐해석 하는거지 우린 적당히 파고 있거든ㅠㅠ 우리 예수오빠도 그것들 안좋아해ㅠㅠㅠ
1333312551241740288,2020-11-30 07:30:58+00:00,종교는 안 좋은 기억이... 좀 많네요. 죄다 신천지 사이비 관련이긴 하지만. 잘 부탁드립니다.
1333304134745817088,2020-11-30 06:57:31+00:00,한창 신천지때 올 겨울 대규모 했던거 진짜 실감나네 존나무서워요
1333303903698309120,2020-11-30 06:56:36+00:00,아놔 저거 신천지 전도지래요 도랏나
1333285563986710528,2020-11-30 05:43:44+00:00,"신천지 꿈을 꿨는데
할머니랑 교회를 가다가 신천지에 가버렸는데 교회사람들보다 신천지가 착한거임
그래서 교회는 가다가 안가다 하고
신천지를 갔는데 신천지랑 교회 섞인것처럼 20000희는 가끔 나오고 설교시간이고 찬송이고 똑같은거임
우리할머니가 찬송은 잘하시는분이라 부르시는데"
1333284729609617409,2020-11-30 05:40:25+00:00,"방역수칙을 똑바로 지켜야 여름에 마스크 안 쓸 수 있다

신천지가 터지니 사람들은 신천지를 욕했고
신천지를 욕하던 개신교계 보수단체는 광화문 집회를 열었고
신천지와 광화문 집회를 욕하던 젊은이들은 이태원에 모여들었다

이제부터 방역수칙을 똑바로 지켜야 여름에 마스크 안 쓸 수 있다"
1333284282672955392,2020-11-30 05:38:38+00:00,"동물도 식몰도 계절을 타지 않는데, 사람만 탄다. 죄로 인해 벗은 몸이라 그렇다. 여름엔 덮고, 겨울엔 춥다. 신령을 덧입고 본래의 몸으로 돌아가야 한다. 그때를 맞이해서 기분이 좋다. 신천지는 이 일을 이루기 위해서 탄생했다. 할렐루야♩♪♬~"
