id,date,tweet
1311447896567345153,2020-09-30 23:28:38+00:00,언니는 다 좋은데 이혼한 애비 신천지인거 다 알면서 옛정때문에 할머니집 계속 가고 싶어하는거 보면 무슨 마더테레사인줄 무조건적인 사랑 이런거냐
1336163620833529856,2020-12-08 04:20:06+00:00,요즘 코로나 때문에 헬스도 못하니 뱃살 다시 나오는 듯ㅠㅠ 그래서 식단 관리라도 하려고 단백질쉐이크 챙겨 먹고 있는데 이거 진짜 괜찮네요. 포만감이 오래가서 자기 전까지 안배고픔;; 물이랑도 잘 섞이고 맛도 존맛ㅋㅋ 지금 세일하니까 필요한 사람 ㄱㄱ
1311370359262769153,2020-09-30 18:20:32+00:00,김려욱 자기 여친 신천지인지 모를까? 정말? 팬들이 알아낼 정도면 걔도 알아. 그냥 쟤가 신천지여도 지 여친이 좋다는데 뭘 어쩌겠어 김려욱은 탈퇴나하고 여친이랑 꽁냥대면서 살아라 원래 빈수레가 요란하댔는데 려욱이는 수레가 돈으로 가득차있어서 좋겠네 ㅎ
1311365635306172416,2020-09-30 18:01:46+00:00,"#려욱버블
려욱아...나는 너의 그친구가 급이낮아도 너의선택이니까 존중할수있어.
근데 신천지는 좀 아니지않아?
신천지만 아니었어도 내가 실망을 좀 덜했을텐데..
똑똑한 애니까 잘 알거라믿어 신천지가 어느곳인지
우리 현명한 선택을하자
이건 사람이 착하고 나쁘고의 문제가 아냐......."
1311343174137163777,2020-09-30 16:32:30+00:00,"#려욱버블 #려욱
팬과의 소통창구를 비트윈으로 이용하며 팬과의 의를 저버리고 부모님과 부모님 집을 방패로 이용하며 부모에게 효를 저버리고 뮤지컬하는 인간이 신천지를 사귀면서 직업에 충마저 저버렸네 려욱아 니가 이러고도 유교맨이니?"
1311327587478638594,2020-09-30 15:30:34+00:00,"싸이 흠뻑쇼 를 한다고 하는데 개인적으로 이 방송이 예전방송을 보여주는것이지만 싸이가 쉽게 나올꺼라 생각을 못했다. 2-3월에 신천지 교회가 문제됬을때, 싸이 장인에 대한 문제가 제기 되었기 때문이다. 싸이 장인이 신천지 교회 전신인 대한기독교장막성전을 이끈 교주였기 대문이다."
1311323251084197889,2020-09-30 15:13:20+00:00,아니 근데 여친이 신천지라도 여친이 너무 아까워 저렇게 예쁜 애가 왜 저런앨 만나냐 시발 김려욱 존나 부러워 시발!!!!
1311313600363913217,2020-09-30 14:35:00+00:00,"RT
대만은 거기다가, 신천지도 없고, 개신교도도 그렇게 많지 않음."
1311309125926543362,2020-09-30 14:17:13+00:00,진짜 나훈아가 자신을 재림예수라 했으면 신천지따위는 비교도 안되는 종교하나 만들었겠다
1311298855078473731,2020-09-30 13:36:24+00:00,뭐? 혹시 그 사람들이 너한테 대학 동아리 설문조사라고 하면서 접근했어? 나는 신천지 한 번 걸리면 20분은 잡혀있는데 차영주 나보다 용감하네
