id,date,tweet
1278090129391808513,2020-06-30 22:16:47+00:00,신천지 참빛교회 두 번째 전쟁과 평화 사진전
1336163620833529856,2020-12-08 04:20:06+00:00,요즘 코로나 때문에 헬스도 못하니 뱃살 다시 나오는 듯ㅠㅠ 그래서 식단 관리라도 하려고 단백질쉐이크 챙겨 먹고 있는데 이거 진짜 괜찮네요. 포만감이 오래가서 자기 전까지 안배고픔;; 물이랑도 잘 섞이고 맛도 존맛ㅋㅋ 지금 세일하니까 필요한 사람 ㄱㄱ
1277991258787471363,2020-06-30 15:43:54+00:00,진짜로 신천지 이만희의 좆같은 청평연수원에 휘발유를 부어주고싶네요^^ 불심판 존나 좋아하셔서 직접 불심판 내드리겠습니다 개새끼들아^^
1277990175667154944,2020-06-30 15:39:36+00:00,신천지 벌레새끼들 사회 밖으로 나오기만 해봐라 너흰 내가 때려죽인다
1277989260818169857,2020-06-30 15:35:58+00:00,윤석렬 그 미친 뚱땡이새끼 신천지 구속영장 청원 나왔을때 신중해야한다 ㅇㅈㄹ 했다는 사실이 아직도 존나 화가나고 좆같네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 꼭 윤석렬씨도 이만희씨랑 같이 불심판 받으셨으면 좋겠네요 량친뒤진새끼들아
1277988303313055745,2020-06-30 15:32:10+00:00,광주 코로나 마지막 신천지 위장교회라던데
1277987201196818433,2020-06-30 15:27:47+00:00,"아니 종교의 자유라는 당연한 일을 가지고 지금 운운할 때인지
심지어 코로나가 아무리 번지고 거짓증언해도 신천지라는 종교 자체에 무슨 불이익이 있었나요"
1277974952382095365,2020-06-30 14:39:06+00:00,도믿도 신천지라던데
1277952862765506562,2020-06-30 13:11:20+00:00,"요즘 그나마 침입자, 결백, 살아있다 등 개봉하면서 관객이 조금씩 늘고 있다고는 하는데...
(부산행(4DX 등)과 반도도 개봉 예정)

그리고 뷰잉이 확정됐는데
정작 공연 자체가 보류되거나 한다면?

샤론 뷰잉(2.23)은 신천지 사태 직후였던 점도 다르고...

아무튼 상황을 지켜보기로..."
1277952591003963394,2020-06-30 13:10:15+00:00,신천지 위장교회였네
1277952527426678785,2020-06-30 13:10:00+00:00,아 광주 46번 신천지 ㅋㅋ
1277951678667354114,2020-06-30 13:06:38+00:00,거절못해서 맨날 신천지 설문도해주고(나중에 신천진거 알았음) 포교하는사람들한테 잡히고 괴로움
1277950735171239936,2020-06-30 13:02:53+00:00,"신천지 아니어도 찝찝함
번호 따지말고 번호주는 문화만들어
연락안할거지만"
1277948751802331136,2020-06-30 12:55:00+00:00,"얘들아 나 아까 번호따였는데 신천지 아니겠지
번호주는거진짜 안좋아하는데(전에 답장안한다고 쌍욕먹은적있어서) 거절못하겠어서 줘버렸음..."
1277938712739844096,2020-06-30 12:15:06+00:00,D아이돌이 강림하면 어떡해요 신천지같잔아요ㅜ
1277933607558893568,2020-06-30 11:54:49+00:00,"님들 그거 암?
지금 차별금지법 응호하고있잖아?
너네 그거 응호하면
신천지 욕해도 너네 잡혀감 ㅅㄱ ^^7
잘 생각해보고 말하자ㅋㅋ"
1277927938772492288,2020-06-30 11:32:18+00:00,난ㅋㅋㅋㅋㅋㅋ그냥 모 연예인이 성추행범이라는 게 루머란 말이 하도 많아서 진짜 루머인가 아닌가 검색해봤는데 뭔 시발 얼탱 신천지도 아니고
1277920533892354049,2020-06-30 11:02:52+00:00,헐 신천지나 도를 아십니까가 혹시 학생이세요 하면 그냥 저 팅커벨인뒈욥 하세요 본인들이 어이없어서 걍 자기 갈길가요 -경험담-
1277914183430860801,2020-06-30 10:37:38+00:00,아오~! 그새 또 신천지한테 잡혔어 아나 진짜 뭔 학교 올때마다 사이비한테 잡히냐
1277909833719545856,2020-06-30 10:20:21+00:00,신천지와 카톨릭을 구별 못하는 인간에 대해.
1277895761968037888,2020-06-30 09:24:26+00:00,난 신천지 아님 친구가 내가 신천지면 대한민국이 뒤집어진댔어
1277894707427729408,2020-06-30 09:20:15+00:00,페미등 PC(자칭 정치적 올바름)에 빠진놈들 보면 신천지 광신도나 나치들 보는듯 하다.
1277894000108699648,2020-06-30 09:17:26+00:00,처음에 신천지 게이바 터지길래 예수 빅픽쳔가 했더니 교회에서 존나 팡팡 튀어나오는 것 때매 생각 바뀜
