id,date,tweet
1245116784631377920,2020-03-31 22:32:29+00:00,양고기 여기저기서 많이 구매해봤지만.. 냉동 소매 하는데는 이태원 예스 할랄이 제일 잘해주는거 같다. 고기 질까진 내가 양고기 네이티브가 아니라 모르겠는데 컷팅을 정성들여서 해주심. 2센티 컷으로 잘라서 2킬로 쟁여놓으면 든든하다. 온라인 주문 가능!
1336163620833529856,2020-12-08 04:20:06+00:00,요즘 코로나 때문에 헬스도 못하니 뱃살 다시 나오는 듯ㅠㅠ 그래서 식단 관리라도 하려고 단백질쉐이크 챙겨 먹고 있는데 이거 진짜 괜찮네요. 포만감이 오래가서 자기 전까지 안배고픔;; 물이랑도 잘 섞이고 맛도 존맛ㅋㅋ 지금 세일하니까 필요한 사람 ㄱㄱ
1245106714459832320,2020-03-31 21:52:28+00:00,올해 고기 목표: 이태원 로우앤슬로우 가기
1245104300751233025,2020-03-31 21:42:52+00:00,이태원 클라스가 너무 좋아!
1245101291182809088,2020-03-31 21:30:55+00:00,"한국에 절대로 투자하지마. 내가알고있는 사장님하고 내친구들은 한국에 투자를 아예안해. 오래됐어. 10년 넘어가. 그리고 한남북엇국 홀써빙, 경희의료원 의료기록 전체, 이태원 작년 새로이사한 사람들있는지 알아보고 시카고 일식집,1967년생 한남북엇국 서류 필요"
1245083476375683072,2020-03-31 20:20:07+00:00,"이태원클라스 보고 있는데 
저런 사장이 어디가 있어.....판타지드라마네...."
1245082618732793856,2020-03-31 20:16:43+00:00,"조졌다

이태원클라쓰 보다가 밤샜네"
1245077212547575808,2020-03-31 19:55:14+00:00,이태원 클라스 보신분?
1245071203657809923,2020-03-31 19:31:21+00:00,이태원 클라쓰 너무 좋네~ 난 많이 울었어ㅠㅠ 배우가 되고 싶어서 박서준이랑 연기해
1245063323470532613,2020-03-31 19:00:03+00:00,"이태원클라쓰 오에스티 좋음
가오-시작"
1245057644806541312,2020-03-31 18:37:29+00:00,이태원 헤밀턴 호텔 사우나
1245038241314516992,2020-03-31 17:20:23+00:00,[다문화척결] 이 땅이 외국인들한테 호구 나라냐?? 외국가봐라 자국민들 얼마나 보호해주는지. 그리고 이태원 가면 완전히 짐승같은 양키세키들이 주인이다. 이건뭐.. ㅉㅉㅉ 우리나라 공권력 정말 답답한 수준. ㅅㅂ
1245035656981524481,2020-03-31 17:10:06+00:00,"나 그거 너무 오글거려 그 이태원클라스
언니 망가쟈야겟다&lt;&lt;&lt;이거!!!!!!너무 오글거려"
